post,label
you are so cute i miss you so much i miss you too,0
yes very cute i wish i could go somewhere with you d haha youre such a cutie,0
yes we both passed the exam,0
yo everyone please shut the fuck up about the age difference between her and tony if you see your parents there they probably like years apart or even more so shut up,0
yo you teeth are perfect i wish i had them,0
you tony beautiful couple,0
no,0
you and tony are so cute together what grade is he in thanks and hes in the third grade,0
you and tony are so cute together thanks,0
you and tony still going out jess,0
you and your sister should go to a pharmacy for being too pretty thanks so much,0
you are so beautiful you should cut your hair shorter youll look older thanks but i dont really try to look older,0
you are the most beautiful person on earth aww thanks,0
you are too cute for that kid youre in third grade and it really doesnt matter if im in third grade if i was born a week earlier i would be in third grade if i was born a week earlier,0
yes,0
you got a donkey not really but thanks,0
you hooked up with a mexican guy,0
you hooked up with sean espinosa lol no hes not sean cruz,0
you hooked up with sean espinosa lol nor sean cruz,0
yes,0
you really shouldnt believe what some people say but its your life and you do what you want and treat people wrong if you want to and if you feel like it thank you,0
you seem like a good friend thanks i am i guess i dont ever fuck my friends over,0
you seem really chill im in third grade and i want to get close to you but i know i probably wont thanks i am and you should talk to me,0
you think youre so cool because you hang out with older kids,0
youre way prettier than camila stfu i dont care because camila is fucking gorgeous and i dont need to know that,0
youre right,0
youre actually super nice and approachable youre really pretty laura dont listen to the haters thanks boo,0
your background is really impressive haha thats so trippy,0
youre beautiful thank you,0
your boyfriend is so hilarious i know,0
youre so cute why thank you,0
your makeup always looks so good what foundation concealer and eyeliner do you use lol thanks um i use a lot of different ones but you can get them all from cvs,0
youre pretty thanks baby,0
youre really pretty thanks babes,0
youre really really pretty and youre an amazing dancer thanks,0
youre so gorgeous,0
youre so pretty thanks honey,0
youre so pretty like really become a model i know its your life and you decide what you want to do but itd be pretty cool if you at least stopped doing trees honey bees hah thanks and i did,0
youre too pretty why thank you kiddo,0
youre really pretty and a nice girl sorry about all the shit thats going around thanks hun so are you,0
youre seriously one of the prettiest people i know i love your smile thank you,0
youre so hot fuck you high school people man goo with the graders haha laugh out loud,0
you should cut your hair youll look a lot older than you thanks,0
you dont like haley no i dont like her i love her,0
if you know the song in my head by jason derulo why will she be screaming no no is he raping her if you dont know the song heres a joke lol xd i have no clue,0
who do you get along with better your mom or dad both but my dad i think the most,0
is your heart better than the rest yes it is,0
konnie is not that a hail of a name excuse the language please lol forgot why you were named that please tell me again lol,0
why do fools fall in love why does the rain fall from above,0
kisses you on the lips turns face i dont kiss people i dont know,0
lifts her head and puts a blanket over her nose see what happens when you tap peoples ankles i hope you know im suing your ass for something lol how long can you manage to run for lol i dont run unless you have my wallet then ill chase you lol,0
tapping you should sing to me p sings r god knows that youre a sexy thing r its taking everything in me and not to kiss you over under r r feel your inside feel my thunder r how the hell could i not want you r r girl you dont have to be a thing r ill wait for you r cuz true loves insisting r we dont have to rush at all r these are the times we all wish for r the moment when less means so much more r we dont have to do a thing at all r we,0
do you want children i do,0
im sorry i cant help you with that,0
just do not say be right back i know you get my offline i told you this morning and my intention was to come back but my cell phone was being gay i told you that yesterday sorry,0
im sorry my connection failed out on me and then i had to get up and do some stuff with my family on sundays,0
why does she smile because you mentioned her name thats nothing to smile about,0
oh crash bandicoot roxy i used to love playing crash i used to stay up all night playing crash oh i hate that friggin cortex who is your favourite crash character mr bandicoot is mine soo additive,0
if youre an avid guitarist i love skylines theyre the sexiest cars after honda civics for me anyway what was your baby you got a favorite car clarissa do you like skylines as well i love you really muchly wait i just read the rest of your post lil lady after honda civics my favorite in the world are skylines d,0
1 im so sorry for your loss he was a great guy and a good friend,0
im ready and not bored told you like i said time flies when you havent fun,0
buck says its a girl i bet youd say its a girl too i bet youd say its a girl too,0
physical features you get complimented on a lot are butt eyes and lips,0
people chose french kiss and chose australian kiss muah u lol noicee was it worth ben suspended over lol,0
a pretty little liar is not always pretty lies are never pretty,0
a ship pulled into the harbor with a cargo full of weapons of mass destruction name as many weapons of mass destruction as you can one will do because i dont know any lmfao i dont know any so again i cheated and went to my sources and they said bomb bomb it is,0
actually its not quick its been lingering for a while and nothing should have stopped you from doing it right,0
im age,0
ah its still stuck the last question i see is my burito question and its now laughing out loud sorry you broke it once again,0
ahh yeah he is really sexy but i just wish hed find himself a betterlooking woman to be with lol im on mobile so can you tell me the name of the song that you were trying to show me aww hes mighty fine and the song was got your back ft keri hilson love it,0
ahh i know gosh it sucks lol i hate it smh but gosh youre just a few inches taller than me damn thats so not fair i wish i was taller lol lmfao ahahahaha holy not that muj taller wouldnt know the difference if we stood together,0
aim lnoxen hmu yo aim shaylise,0
im not sure if i have that cd yet im going to copy it though its hot,0
aint nothing like the real thing you know that song by aarindna are you sure she sings that song,0
all i remember was falling over in my chair you happy now ahahahahahaha i knew you should have done something to stop it lol,0
all of the dayz ma d lmao awws thats sweet d,0
i mean yes i told you today you were mean for the microsoft thing that you said i took the wrong way,0
i am on a roll or what yes sir i am,0
i love you so much my day was busy and im going to take a break and answer all your questions lol i see a few omgs from you a few from gmac and from my best friend as well,0
and whats up with your head lol hard night last night or something go easy on the bedrock then op oh my god lol i dont know whats to sick now the rest of me is better lol gayness wow im glad youre online by the way lol,0
and no i did not go to james cook high i went to aorere college out in manurewa papatoetoe and then to asda in manurewa weird i know haha i went to asda in manurewa,0
and then and then and then and then and then,0
another day no work another day i have an exam today wanna sit it for me its on beauty therapy and skin nails and bone anatomy d,0
i answered all of their questions laughed out loud lol and then i left ok i think its time to go good bout time,0
any hobbies cars and music,0
anything interesting happened recently yes i will tell you later,0
are flowers appropriate to bring to the park for a picnic the park is full of them,0
are you a good swimmer better than you are,0
are you doing better now im fine thanks,0
are we all going to the movies on thursday what was up with you last night did i touch up on a sensitive subject did i go clubbing during the week ahh you hit a nerve and i wasnt feeling it i just wanted to come home you guys have fun,0
are you a bar and club chick clubs havent been in a little while but im a club girl,0
are you a gamer at all like playstation xbox etcetera etcetera i like playing wii and i do own a playstation playstation 2 and playstation i also have a nintendo gamecube game boy advance and game boy color i also have a game boy advance sp game boy micro game boy advance sp game boy advance game boy advance sp game boy color game boy advance game boy advance sp game boy color game boy color game boy advance game boy advance sp game boy color game boy advance game boy advance sp game boy color,0
are you a good girl gone bad or a bad girl gone worse im a good girl gone mad hmm that wasnt an option was it p,0
are you a heavy or light sleeper,0
are you a race car fan have you ever wanted to own a race car of your own if yes how would you design it would it be anything like you would see on the show called pimp my ride or even better i am a fan and i have owned a race car i didnt bring it standard i added a muffler and gauges and that was pretty much it i called him spongebob because he was yellow bright yellow,0
are you a serious or chill person im chill,0
are you a trouble maker or goodiegoodiegoodiegoodie lol,0
are you afraid of the dark no im not,0
are you anyones sidekick no but you can be my sidekick lol,0
are you ashamed of our world not the world the beings that walk the earth,0
are you asian no kiwi,0
are you aware of all the unflattering things that people do in the beach most importantly in the water how do you feel about those certain things yeah its gross like a liquid dump how i look at it is like that,0
are you beyond fear or above it i have fear but for little things i like taking chances,0
are you chinese yes i am,0
are you done with university too no i work full time and i study,0
are you firstborn middle child youngest or only child shizzle im yougest,0
are you from the zoo aww scotty i thought i told you lol yes im now part of the zoo family,0
are you in love im most certainly in love,0
are you in your native country right now im a kiwi kid lol,0
are you keeping a secret from your parents no they pretty much know everything about me err theres something i need to tell them,0
are you romantic are you cheating on me are you having an affair are you leaving me,0
are you scared of dwarves lol no but i am scared of giants,0
are you superstitious no im not at all,0
are you the clingy type when youre in a relationship yeah i can be but not always thatll mean im clingy lol,0
are you usually late early or right on time im on time always,0
as of this moment the eclipse is showing i want to see it i may go tonight and see it,0
at what age do you think you looked the best i think ill look better at some point,0
at what age do you want to get married after i have kids please hint hint,0
auckland likes melbourne in new zealand,0
australians for you please help me steal of its babies right you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the car ready oh you just got to have the,0
awesome okay laugh thats sweet that youre waiting for him but it kinda sucks that you cant sleep because youre waiting for him oh my god your last response to my last question was really funny yeah hes worth waiting up for all the time aww about the foot sorry in a dorky mood,0
aww name things you love about your best friend things you hate about her things she needs to do more often things the both of you always do together and name you always call her funny serious easy to talk to loving and shes crazy like me d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d,0
aww i tried to plant stolen flowers in my neighbors garden as well are their still alive mine are not well from my biological parents not but my stepmothers mother is still alive i was pretty much raised by her as well her husband is out lived all his previous husbands as well lol,0
aww yeah that was probably it my net always being retarded like formspring is now im good good how you you still at the olds no i live on my own ehm but at their house today using their net while they are at work pnets still being good but as of pm tonight itll be all good hopefully be back lol,0
aww you and your new boyfriend are so cute thank you hes a hot guy,0
aww you can sooo be lala i love lala and po and dipsy oh and tinklewinkles too lol yes i know its tinky winky lol and how is po scary o o i mean other than shes red which annoys me lol but shes the cutest dont you think shes got a look about her poo lol i dont know weird but lalas cuter d d,0
aww whoop whoop your wallet being paid off how long did it take you to accomplish that what kind of truck do you have london dam years lol thats cool im happy thought d d nissan patrol d we go camping alot so gota cart the family round somehow d we all have one lol,0
aww i envy you i really want to hold a koala have you held one and did you get any pictures you should send me one if you did my mom sends me koala teddies i havent held one but my sisterinlaw had pictures taken with one i think theyre scary but cute and cuddly in pictures,0
i love you divine angel,0
ayo ill answer the rest of your questions tomorrow and ill spam you as well for now though im going to hang with my dad and see the state of the game out queensland for the win,0
baby boo boo boo,0
bad habits why do you ask me things you already know jeez lol,0
bang bang on your door at am are you going to the door who is there why what do they want my sister needs to talk about something really important that she couldnt talk to me on the phone about early,0
barbie is a plastic doll,0
batman or superman,0
battery as lol you now where im going with this bwahahahhahaha lmao we not gon na listen r u lol its batter as in fish batter lmao ree,0
beach,0
beat you in laps butterfly freestyle backstroke treading diving laugh out loud maybe not if im on the outside of the pool i will win for sure,0
before your baby i mean your car what did you drive oh how old were you when you learned to drive and who taught you how to drive my dad had a red mustang my mom had a red corvette that was my very first car i got it when i was sixteen i didnt have him long though because i came back here i had to teach myself how to drive in parahaki,0
betta come to new york by yourself and alone im not playing i told you ill help you along the way lol nah ahh told you im not going no were alone,0
best friend forever that you are dear,0
big smoke aboriginal ceremony,0
bloke or block,0
blond princess where i dont see it shes coming,0
blue or green,0
booty sweat or bust a nut both are gross lol,0
be right back laugh out loud okay,0
by the way fyi theres some news about mrs and i tell me,0
but here is not really talking it is answering and asking yeh i know that so ask and i will answer,0
but im waiting for the return spam who are you waiting for spam from,0
but only until august then we need a subscription huh im lost now what are you talking about again lol,0
bye talk to you another time see you later have a good rest of your day,0
can beauty outdo glamour beauty within,0
can i write now can i go home now,0
can i ask them anyway lol thats not counted as a question so this on gets taken off your number of questions you have asked d d,0
can i borrow a dollar yes sir you can,0
can i race you on my tricycle ill win hmm youll get smoked dude,0
can i say that you and your boyfriend make a cute couple thank you very much,0
can you believe that mcdonalds fries can last weeks to months and not decompose imagine that in your stomach body sitting there and not breaking down oh my god i havent had mcdonalds for like days days now why are you lecturing me again,0
can you do a back flip lol i wish,0
can you stop spinning the room lol haha yeh i have that effect my bad or maybe you should stop spinning in your chair haha,0
can you talk to me on messenger facebook myspace twitter tumblr xat chat messenger yes facebook yes if you have one which i know you dont myspace no cause i dont have one and you dont either but heres good,0
can you talk to me on yahoo,0
can you back a vehicle up as well as you can drive one forward lol wanna watch lol,0
can you believe it i just got the fuck off the phone with the wireless technicians or whatever the heck theyre called lol my username for my wireless router was corrupt whats that supposed to mean oh holy was just about to ask you the same thing oh my god,0
can you do magic lol now you see now,0
can you drive a car or tell someone how to drive lol i can do both im better at yelling at cars,0
can you drive a car with a manual transmission yes i can yes i do,0
can you go all night or just a short time while asking questions well i think i would be asking you the same question at least once or twice lol,0
can you post a closeup of your photo i think i might have known you in my past life i can on hmm ya maybe past life lmfao your funny,0
can you see yourself in a relationship with me maybe if i wasnt taken and i knew who you were and i was attracted then yeah,0
candle light dinner or movie and a pizza is good,0
cats or dogs dog,0
change your name to rubble and ill turn into bambam bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam p bam bam,0
check my facebook i love you i will love you to lady,0
chickety china the chinese chicken omg tear havent heard that in the longest time,0
chocolate or vanilla chocolate,0
chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm,0
church christmas is the ish snowy mountains do not change meaning and do not rephrase tone or word order,0
im out girl thanks,0
cockroach is gross there are lots of them here we have to get sprayed all the time,0
congratulations on getting your car paid off how old were you when you first started getting into cars hmm i was maybe an infants girl so every place he went i went as well and he used to take my brothers to car shows like auto salon and that i would go with them so since then my brothers always had nice cars that i would beg to drop me off to school in all the time now my little brother does it to me now so cute reminds me of me always shay can you drive down this street just go down her turn here lest go to this park can i pump this song lm,0
congratulations you have just won a trip to any country in the world the budget given to you is generous where are you going oh my god grand can you add a zero please i will pay for my baby to come here i wont leave,0
continued must have been that wholewhen youre mad youre the strongest person thing lol anyway while trying to pry them apart emily managed to punch me in the mouth lol and i was going to punch her back lol continue what the hell lmfao,0
continued so her head hit the chairs leg and briefly knocked her out lol nah just dazed her i think and the rest as they say is history xd now whats your story o o i told u mine yesterday lol,0
continued this girl she was bigger than emily so to see her in the air the way she was at the time was not funny but now that i think of it its hilarious shakes her head in shame,0
cool a nice australian very nice how do you like it whats australians opinion on new zealand lol im kiwi new zealand i just live in australia but aussies no doubt love kiwis,0
cool questions thanks thanks chikie,0
could i suck your dick for a while translation please,0
dam girl your moody today haha sorry babe so whats going on today its all good ill just pick you up and drop you off youre moody not just dont feel like talking and you didnt say anything except what youre doing and you ask me again do you think in the last minutes my answer would have changed such an egg well we can swap you pick up the word and give my car back but need that back by the weekend because my bros game on saturday i hope i sent them nuffn major just scullcies,0
damn alright girly thats me for the night not sure how much questions ive asked but im sure ive asked enough lol im going to call it a night so goodnight good night im still answering them grr ill spam you soon when im done here thank you night night,0
damn you have a mean number of nieces and nephews wish i had a big family to give me heaps of nieces and nephews how long are you planning on waiting before you add to the total number of moko your parents have aww hell not for another year maybe see what happens later lol but i want to have kids later when ive seen the world and the worlds seen me lots of kids love it though d d,0
damn baby i want you thank you anonymous d d,0
damn i need to go but im going to go mobile now good go im glad youre there because you made me all emotional now thanks a lot,0
dd u just realize tha song billionaire is a great song i was listening to it all day there is a similar song i use to listen to all the time tooin spanish bacilos mi primer millon my first million i love the billionair song its cool im listening to it now,0
describe the appearance of the person you would like to date i cant cause i dont have a specific type of guy,0
describe your favorite kiss youve ever had well it was a warm summer night out on the deck of his boat the wind was blowing my hair now stop daydreaming and get on here kiss me because i havent had a real kiss yet,0
silky lol,0
describe your life in words okay i cheated on him and he said crazy sexy cool my words p lol fun loving adventurous,0
awesome,0
devonport doesnt know where that is lol,0
did a dingo eat your baby yes lil azaria,0
did i tell you that madison flintstone is a queen to be a vision of perfection an object of affection well i wish i could say i knew but i couldnt actually tell you,0
did or do you watch reba i did years and years ago with my mum sometimes,0
did you come up with moo when you guys were dating i was trying to explain something to him and i ended up calling him moo it was pretty funny so i was moo and him moo then we ended up as bad and badd i dont know how that happened lol,0
did you draw your background no my willzzie did on yahoo messenger,0
did you get my emails yes i am not red them yet,0
did you get your tickets to the gun show when,0
did you hear about this asteroid threat what do you think nothing will be good by then there are many ways,0
did you know that the eclipse is coming out tomorrow no i didnt,0
did you know i will be in frisco next monday say hi to trebla for me,0
did you know that the official soccer ball of the world cup is over 100 lol what a waste of money,0
did you know that the vikings helped out the crusaders noo i didnt imagine i would watch it soon dont tell me any more,0
did you watch the movie fear ever how would you react if a bunch of guys came over and tried to get into your house like that drilling through walls etc were coming in no but im sure i would be freaked out,0
did you win your looking at a winner winner winner lol nah i didnt race,0
did your parents give the sex talk how did it go were they helpful who was more embarrassed you or them will you have the sex talk with your kids friends no i dont think so,0
did your parents give the sex talk how did it go were they helpful who was more embarrassed you or them will you have the sex talk with your kid no i didnt get the sex talk at all i was told not to go home and they would be there thats what i was told i was pregnant and it was funny,0
did you hear me eye meesh ewe lmao i heard you the first time you said it lmao mish you too,0
did you see them i almost walked into the pole lol no not yet i will look in a minute,0
did you and him call each other moo while you were dating yes we did still do today,0
did you ever meet the crocodile hunter before he died yes we were close friends we fed the crocodiles together laughing my ass off,0
did you ever see your parents making love oh my god baby what the hell ahh maybe when i was laughing out loud i had to hug my dinosaur which was a dinosaur wow,0
did you go to an awesome party or something i partied didnt go to the club though because im cool like that as someone may say im lazy like that as well,0
did you have a dream last night about what yes but its not for just anyone to know lol,0
did you know i knew we were meant to be together no i didnt but thanks for telling me now i can stop looking lol joxxs,0
did you know that gabe used to be able to ask a lot of questions lol lmao i know and hes now retired lol,0
did you know that jacob and edward are teaming up yes,0
did you know that the bestpaid ceo of the decade earns billions like omg would you want to earn that much i sure would lol o and who is she yeah that amount of money will make matters a lot easier these days,0
did you know that victoria is creating an army of vampires yes,0
did you know that you are a queen lol thank you,0
did you know that you can grill yourself to a flat belly like honestly you can just google it or check it up on yahoo youll see lol lmfao what link,0
did you know the human head weighs only pounds lol according to jerry macguire,0
did you know what you can deposit a check with just the picture on your phone i just did it with my iphone and i dont believe you,0
did you know that your my favorite person laugh out loud what do you want now bunch let me come and visit you be right there,0
did you play any sports in school maybe play some sports now yes netball volleyball touch basketball eh the only sport i play now is the one that changes the gears lol,0
dingos breakfast is slang for get up yawn pee and go lol what,0
i am a funloving outgoing person,0
do you park far away from shops and walk so that you can get the closest space possible im lazy so i wait until the closest car is leaving and then i park where it is going,0
do a lot of people hate on you for no reason at all not that i know of i hope not,0
do you drink alcohol to wash away your worries why do you drink its just a temporary high from reality but when you come down off it the problems still remain,0
do you go to bed are you tired,0
do you read every single answer to the questions you send out on here only some of them are none of them only the question i want to proper answers to,0
do you believe that things happen for a reason like fate karma soulmates yes i do,0
do you cyber no,0
do you do eyebrow threading yes its the best,0
do you ever buy things online shopping channel catalog what have you bought yeah deon stuff jeans tops and stuff cause we dont have them here,0
do you ever feel like your relatives are more like strangers my family is close maybe cousins that i havent seen in a long time would be like strangers but no,0
do you find the animals in other countries strange considering you are used to kangaroos and koalas no not really,0
do you get annoyed when people swear what is a good way to let someone know you prefer they not swear while talking to you but not hurt their feelings at the same time it is what it is if they do i dont mind if they dont i dont mind im chill,0
do you give into peer pressure no i dont,0
do you hate having to preview your answer on your own before submitting it yes i do its annoying but its good because i usually have a lot of typos lol,0
do you have any family members on facebook no but my sister will sign up soon,0
do you have any scars where it came from i have a scar on my back from when i was in high school,0
do you have casinos in sydney yes we do we go there and have dinner there sometimes,0
do you have issues with someone i do in real life i sure do is that seen as baggage i have issues with a person but i ignore the situation and move on what more should i do,0
do you have someone who insists on telling you a playbyplay of their day like what happened who said what to whom who called what and what you ate do you like it no i eat walk talk and speak on my own accord,0
do you help the needy yes i do i think im needy can you help me lol,0
do you know how much i love you no tell me that you dont know,0
do you know any adults who keep a lot of kid things around yet dont have kids like toys stuffed animals kid movies etc what is your opinion on people like this yeah my parents do this but they have lots of grandchildren that they have on the weekends i think its cool,0
do you know any nonalcohol drinkers like they are totally temperate people no i cant really say i do but let me know though,0
do you know anyone who owns a gun how many guns do they own why do they own them lol jeez i hope not,0
do you like biting being bitten where can i get a nice biting story do you find it kinky yes i love it my weak spot is for anyone,0
do you like rap music yes i most certainly do,0
do you like peking duck i have made that before it takes a long time i dont know the difference though they all seem the same to me,0
do you like rice crispy squares regular or chocolate i dont know what they are,0
do you like the show seinfeld i do but i dont watch it,0
do you like when people kiss you do you get annoyed by kisses do you like open or closed mouth kisses french kisses i like them all i love kisses they make you feel warm and fuzzy inside d,0
do you live in an apartment house room trailer shack cave bunker rv or what do you like about your house i used to love my house,0
do you really believe what happens in vegas stays in vegas lol i dont know,0
do you remember me how can i forget you lol,0
do you say maccas yes i do too,0
do you sleep in the nude yes i pretty much do,0
do you sleep much i wish you would rest more sigh i think i sleep enough not to not to less,0
do you tell every person you date that you love them i dont say it if i mean it but i dont throw it around like its nothing and just a word,0
do you think about what life would be like if it was perfect what would qualify for it to be perfect healthy happy and a home that is perfect enough for me,0
no,0
do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in general do you think engagement rings are jewelry in,0
do you think i am considerate loving and familyoriented please tell me if i am missing any of those yes i do wait considerate lmao joxx just what i told you before can you be a member,0
do you think parents really have a favorite child even though they say they love you all the best yes they do have a favorite but they will never admit it because their actions speak louder than their words,0
do you think we love and hate each other at the same time yes i do,0
do you want to be gods mother when i have kids i better be holy yes,0
do we know each other maybe we do maybe we dont who knows,0
do you have the chicken,0
do you believe in fate yes i do,0
do you believe in heaven and hell yes i do,0
do you believe in karma i do and i dont,0
do you believe in life on other planets like mars,0
do you believe in love at first sight silly question but yes i do,0
do you believe in soulmates i am indeed,0
do you believe that he or she will always have a special place in your heart i dont know maybe,0
do you believe we evolved from apes no i dont not at all,0
do you carry weapons yes my mouth does that count,0
do you click on the refresh button to see incoming questions how do you know you have incoming questions because at the top it says that you have new questions or new answers like the new faqs,0
do you come from a land down under not born but bred yes lol,0
do you curse me i do and i dont,0
do you do your nails yes i do,0
do you enjoy donuts yeah krispy creme is the only one for me though,0
do you enjoy long walks on the beach and getting caught in the rain love it romantic d lol,0
do you forgive easily yeah i forgive just dont forget,0
do you get into art at all im the least artistic person i know,0
do you have a best friend yes kazz and kayla are my best friends,0
do you have a best friend you cant say mr flintstone either lol yes shes the best chick ever,0
do you have a car if so what kind yes i do a holden commodore,0
do you have a cat lol no i dont,0
do you have a cellphone i cant stand cellphones theyre hella annoying o o guilty i have now just got a new one on the weekend while my net was down because i was getting withdrawal symptoms from the internet lmfao i know sad i need a life,0
do you have a contract for your phone where you just pay a bill at the end of the month or pay for minutes and recharge the phone as needed i have or had both since my contract cell phone drowned i have a prepaid only now till i get my replacement one,0
do you have a favorite saying not really i say a lot of things that i like,0
do you have a favorite movie genre i like scary movies funny chick flicks and action movies as well,0
do you have a favorite scent antiseptic,0
do you have a fetish that you would like to employ in your next relationship lol can we find a hole first lol,0
do you have a new boyfriend already lol what do you mean already,0
do you have any allergies are peanuts not really a problem cause i still eat nutella and stuff,0
do you have any pets yes my nieces laugh out loud its true i clean up after them all the time on a serious note no i dont,0
do you have any phobias snakes spiders and sharks more sharks than anything though,0
do you have any regrets only giving my car up nothing else that i can think of right now,0
do you have or want to have kids i dont have kids i would like to have one day,0
do you have room in your picture for me or is it all taken up by mistaflintstone no its full of just me,0
do you have the australian accent yet i think i have an australian accent but i have been told that i still sound kinda like a kiwi,0
do you have weapons lol no i dont,0
do you have chinese chicken eh chinese chicken chinese chicken,0
do you hold grudges no i dont,0
do you know how old i am sorry if i get it wrong but are you,0
do you know how to play poker i can play poker but im still a beginner lol teach me properly,0
do you know who boo boo kitty fucked is yeh you told me i cant be a member what movie though,0
do you know who likes who does he like you,0
do you like a small gettogether or the big party,0
do you like aquariums yeah theyre okay i havent been in the longest time though,0
do you like comedy or drama comedy wait no both d d,0
do you like going to the beach whats your view on people who go to the beach nothing i like going to the beach and taking in some sunshine but not swimming,0
do you like ice cream what flavor is your favorite if so cookies and cream,0
do you like kissing in public i dont mind it its cute,0
do you like lil wayne hes cool his music is off the hook like his collaborations with people like skrillex,0
do you like my background i think its cute im lame like that ill have a look when im done answering questions ok laugh out loud,0
do you like my questions or am i annoying lol i like them never get annoyed,0
do you like outcast what is the song with the whole drumline in the background music is it hey yeah,0
do you like reggae i do but im from the caribbean yeah i like reggae i like it all haha,0
do you like reggaeton i do whats your favorite i do and so far ive only heard zion and lennox,0
do you like rings necklaces or bracelets do you love them,0
do you like scary movies i do i think i may prefer them over all but i love action just as much,0
do you like soap operas laugh out loud laugh out loud you are the best soap opera watcher i know,0
do you like the person you are yes i am i wouldnt have me any other way,0
do you like to ask lots of questions lol well i have really spammed you since i left so yes was a come back for me lol thanks for answering scotty dd,0
do you like to go out if so where do you usually go i used to like going out i used to like going to cheeky little monkeys night club music pumping all night great vibe noise we should go,0
do you like waffles yes i do,0
do you like your beer on ice or without the ice i dont drink beer im more on a jim beam vodka thats kinda girl i dont drink that,0
do you live in a bedroom house or an and a half cause one room is a study,0
do you live in the country or are you a city folk urban lol,0
do you look good enough to take a picture right now lol not as good as you i dont think so,0
do you love me more than your mom r lmao u homo equal rights lol,0
do you make a lot of money money comes and money goes,0
do you own any silly bands laugh out loud re ask this question i dont know what youre talking about,0
do you park away from other cars so they wont hit you lol yes i do sometimes,0
do you play any sports yes i play tennis baseball ping pong and i laugh a lot,0
do you play sports lol hmmm is typing laying in bed a sport haha,0
do you prefer ice cubes or hot wax,0
do you really love my background too i think its so cute yours is too cute yes its cute make a cute couple yes mine needs to change because im getting tired looking at myself but thank you anyway,0
do you spit or swallow gum lol lol both depending on my mood lol dork,0
do you step on your partners toes when you dance with them no i dont most certainly i dont,0
do you think fairy tales influence our choice of a partner yes a big influence,0
do you think i find you sexy i do think you find me sexy,0
do you think i love you or hate you like wise you love to hate me lol,0
do you think i will beat you in the race well sir you have only won today by a big one question,0
do you think its better if lovers were frenz first no because once you start dating and something goes wrong in the relationship not only is the relationship ruined but so is the friendship,0
do you think ladies have more to say than men on facebook instagram or email hmm i talk on all and it seems i dont have anything to say ive always got something to say,0
do you think people from los angeles are rude i have never been so insulted i would not know,0
do you think some people know that they will fall in love with someone the first time they meet yes i think so,0
do you think that the world will end in no not a chance,0
do you think the truth comes out when people are drunk yeah i do but i think its just an excuse really its because they cant say it being sober,0
do you think you could ever live in the country no i dont but a change is always good,0
do you think you know me hehe i think i know you real well dd,0
do you think youre real im real,0
do you think the last movie is a good movie i havent seen it yet,0
do you trust many people no i dont,0
do you wear a watch yes i do,0
do you wear any jewelry yes i do necklace sometimes bracelet sometimes rings always earrings always,0
do you wear rings on your fingers if so how many yes i do on each thumb each on my pointers,0
do you wear rings yes i do lol,0
does gabe sound like a porn stars name one of my past contacts said it did lol hope you have a great day gabe are you trying to tell me that that is your new porn star name,0
does a heart ever heal when you find the right person in time it will,0
does all of me asking questions annoy you lol no its cool,0
does chatting on skype work better and free i think its the same as msn and free with g coverage,0
does gmac drive yes,0
does having a crack in my zipper mean i need to sew it up that is indeed what it means,0
does love ever turn to hate i think it can not hate but dispose,0
does love grow stronger yes it can and it has happened when i love is said meaningfully and with emotion,0
does love hurt no love dont hurt at all its the choice you make that hurts,0
does qantas fly direct i think it does lol,0
does the home depot in australia sell screws that twist the other way i dont know i have no need to go to a hardware store the males in my family do the hard work ill just cook or clean,0
does the little mermaid wear an algebra lol there i go again lmao you geek,0
does your holden have the tiptronic thingy where you can shift to manual and automatic whenever mine does not no manual only,0
does your first love still hold a special place in your heart no ask me about months ago i probably would have given you a different answer,0
does your mom and dad love you muj and wish for the best from you yes as always,0
does your stomach make noise when you are terribly hungry mine does all the time ugh yeah sometimes or i just get a really sore head,0
do you think it would be cool if we could walk on water and swim through the air like willy wonka and mary poppins laughing out loud dry laughing,0
do you think its fascinating how people can die for many reasons but never one thats weird i never thought of that we had a family member that had cancer and we thought would die of cancer and she didnt she died of a heart attack,0
do you think my answers avatar is very sexy aww i havent seen him yet but i will go and look but if its still the old one then yes i do,0
