post,label
"['funny', 'people', 'know', 'name', 'cardinal', 'boy', 'cardinal', 'girl', 'hmmm', 'gabby', 'crack']",0
"['know', 'hook', 'person', 'girlfriend', 'know', 'girl']",0
"['fucking', 'annoy', 'pretty', 'need', 'stop', 'worry', 'much', 'guy', 'least', 'worry', 'amazing', 'personality', 'guy', 'always', 'make', 'seem', 'like', 'depressed', 'well', 'thanks', 'guy', 'one', 'guy', 'fucked', 'life', 'shit', 'go', 'one', 'guy']",0
"['gpe', 'sexy', 'want', 'kiss']",0
"['grave', 'reason', 'hospital', 'know', 'hospital']",0
"['time', 'sorry', 'loss', 'great', 'guy', 'good', 'friend']",0
"['time', 'sorry', 'loss', 'great', 'guy', 'good', 'friend']",0
"['special', 'shut']",0
"['honestly', 'know', 'tell', 'lol', 'love', 'sound', 'like', 'every', 'day', 'know', 'babe', 'love']",0
"['love', 'laura', 'end', 'tonys', 'baby', 'would', 'laugh', 'hard', 'would', 'beautiful', 'baby', 'though', 'chill']",0
"['person', 'hate', 'much', 'tell', 'tell']",0
['r'],0
"['zack', 'good', 'long', 'time', 'yeah']",0
"['go', 'look', 'please']",0
"['favorite', 'high', 'school', 'student', 'school', 'norp', 'alexa', 'aubrie']",0
"['sorry', 'late', 'find', 'something', 'store']",0
"['yes', 'date', 'haha', 'norp']",0
['yes'],0
"['alexa', 'diego', 'person', 'person', 'person']",0
[],0
"['lot', 'hater', 'leave', 'org', 'alone', 'lol', 'person']",0
"['isaac', 'go', 'yes', 'right', 'haha', 'way']",0
['norp'],0
"['young', 'old', 'guy', 'depend', 'usually', 'old']",0
"['ordinal', 'grader', 'yes']",0
"['virgin', 'yes', 'stranger']",0
"['virus', 'yes']",0
"['tony', 'go', 'yet']",0
"['columbia', 'already', 'answer']",0
"['columbia', 'yes', 'stranger']",0
"['virginian', 'yes']",0
['tony'],0
"['babygirl', 'think', 'haha', 'well']",0
"['person', 'would', 'like', 'sleep', 'sister', 'hehe', 'love', 'lunch', 'peace', 'mahh', 'lovee', 'guess', 'k', 'either', 'niki', 'juju', 'r', 'r']",0
"['beach', 'blonde', 'date', 'already', 'answer', 'haha']",0
"['beach', 'blonde', 'date', 'know', 'think', 'zoo', 'jerryka', 'movie', 'tony']",0
"['beauty', 'everything', 'say']",0
"['bitch', 'fucking', 'love', 'norp', 'love', 'brothaa']",0
['yes'],0
"['ask', 'something', 'please']",0
"['chill', 'mike', 'probably', 'even', 'talk', 'heck']",0
"['whoop', 'laugh', 'loud', 'person', 'bad', 'haha']",0
"['especially', 'worry', 'laugh', 'loud', 'still', 'know', 'date', 'become', 'crackhead', 'anything', 'like', 'laugh', 'loud']",0
"['cool', 'background', 'thanks']",0
"['damn', 'bad', 'take', 'haha']",0
"['hook', 'mean', 'sexual', 'relationship', 'someone', 'make', 'kiss', 'someone', 'passionately', 'go', 'far', 'mean', 'sex', 'someone']",0
"['person', 'ever', 'hook', 'sex', 'sure', 'want', 'haha', 'poop', 'would', 'know']",0
"['use', 'smoke', 'worry']",0
"['know', 'anyone', 'name', 'tyler', 'southwood', 'yes', 'tyler']",0
"['want', 'tattoo', 'know', 'maybe', 'old']",0
"['like', 'sure']",0
"['believe', 'everything', 'hear']",0
"['hate', 'natasha', 'drayton']",0
"['sister', 'cardinal', 'nigga']",0
"['boyfriend', 'yet']",0
"['iron', 'hair', 'sometimes']",0
"['know', 'kid', 'name', 'person', 'like', 'senior', 'gpe', 'junior', 'sure', 'know', 'really', 'cute', 'maybe', 'last', 'name']",0
"['know', 'amaze', 'know']",0
"['know', 'love', 'yes', 'baby']",0
"['like', 'jerry', 'sister']",0
"['love', 'rebecca', 'lyn', 'course']",0
"['miss', 'person', 'yes', 'baby']",0
['smoke'],0
"['take', 'relationship', 'seriously', 'course']",0
"['think', 'pretty', 'sister']",0
"['wear', 'makeup', 'yes']",0
"['like', 'natasha']",0
"['haley', 'formspring']",0
"['want', 'see', 'something', 'friend', 'tell', 'post', 'something', 'tell', 'get', 'facebook', 'click', 'link']",0
"['worry', 'still', 'consider', 'friend', 'high', 'school']",0
"['listen', 'people', 'v', 'v', 'really', 'matter', 'enjoy', 'life', 'love', 'friend', 'age', 'matter', 'make', 'sure', 'live', 'exist', 'love', 'babay', 'gurrll', 'aww', 'thanks', 'bby', 'gurl', 'love']",0
"['really', 'like', 'tony', 'yes', 'lot']",0
"['especially', 'since', 'tire', 'friend', 'couple', 'get', 'fight', 'almost', 'break', 'stupid', 'little', 'whore', 'get', 'guy', 'one', 'girlfriend', 'smh', 'bitch']",0
"['fail', 'loud', 'laugh', 'word']",0
"['favorite', 'high', 'school', 'student', 'guy', 'southwood']",0
"['get', 'life', 'get', 'high', 'fun', 'old', 'friend', 'funna', 'stick', 'jits', 'age', 'suggest', 'make', 'new', 'friend', 'well', 'know', 'life', 'worry', 'twinke']",0
"['great', 'date']",0
"['guess', 'star', 'j', 'c', 'b', 'haha', 'let', 'guess', 'person']",0
"['guess', 'elvis', 'elvis', 'let', 'keep', 'pelvis', 'far', 'lmfao', 'videoo']",0
"['guess', 'mess', 'kid', 'act', 'ghetto', 'damn', 'laugh', 'ass', 'erick']",0
"['haha', 'wow', 'laura', 'jealous', 'boob', 'listen', 'whore', 'bitch', 'chill', 'love', 'baby', 'haha', 'thanks', 'bro']",0
"['haha', 'remember', 'always', 'evil', 'laugh', 'period', 'lol', 'miss', 'much']",0
"['haha', 'beetedubs', 'whoeveer', 'write', 'ouur', 'lunch', 'v', 'love', 'though', 'hahah', 'love']",0
"['tony', 'smash', 'yet', 'r', 'hhaha', 'r', 'r']",0
"['ever', 'sex', 'someone', 'actually', 'grade', 'go', 'someone', 'grade']",0
"['go', 'parks', 'river']",0
[],0
"['tony', 'smoke', 'yet', 'tony', 'smoke', 'yet']",0
"['herrow', 'wasupp']",0
"['hey', 'person', 'formosa', 'look', 'facebook', 'go', 'southwood', 'date', 'would', 'like', 'get', 'know', 'okay', 'dike', 'lol', 'jk', 'sure']",0
"['hey', 'person', 'go', 'kidkbozing', 'hellow']",0
"['hey', 'laura', 'person', 'stop', 'show', 'love', 'lol', 'mkay']",0
"['hey', 'laura', 'hey']",0
"['hey', 'luara', 'listen', 'hater', 'man', 'enough', 'talk', 'crap', 'face', 'also', 'think', 'amaze', 'wonderful', 'hot', 'respond', 'back', 'tell', 'write', 'peace']",0
"['hey', 'know', 'please', 'tell', 'true', 'chill']",0
"['hey', 'know', 'kind', 'met', 'date', 'pretty', 'cute', 'ordinal', 'grader', 'go', 'lie', 'thank']",0
"['hey', 'dude', 'hey', 'dude', 'hey', 'dude']",0
['hey'],0
"['hey', 'hello']",0
"['hey', 'hello']",0
"['hi', 'org', 'stranger']",0
"['hi', 'momita', 'hey', 'stranger']",0
"['hi', 'hello']",0
"['hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello', 'hi', 'hello']",0
"['hello', 'sexy', 'girl', 'gorgeous', 'share', 'please', 'aww', 'cute']",0
"['hello', 'well', 'show', 'little', 'girl', 'thank', 'baby', 'gorilla']",0
"['tony', 'far', 'great']",0
"['bang', 'perfect', 'anything', 'nope', 'lol', 'well', 'blow', 'dry', 'sometimes']",0
"['come', 'never', 'even', 'speak', 'since', 'mission', 'camp', 'whatever', 'hope', 'alright', 'god', 'bless', 'thank', 'person', 'bless']",0
"['get', 'dlmao', 'ask', 'ordinal']",0
"['get', 'hair', 'wavy', 'like', 'naturally', 'wavy']",0
"['know', 'person', 'think', 'party']",0
"['long', 'bang', 'lair', 'last', 'lair', 'chin']",0
"['many', 'bfs', 'middle', 'school']",0
"['many', 'people', 'kiss', 'idea']",0
"['old', 'turn']",0
"['old', 'boyfriend']",0
"['old', 'birthday', 'date']",0
"['long', 'time', 'good', 'laugh', 'way']",0
"['short', 'hair', 'person', 'haha']",0
['tall'],0
['tall'],0
"['tony', 'meet', 'creepy', 'like', 'love', 'story', 'um', 'well', 'meet', 'fall', 'person']",0
"['life', 'chillan']",0
['yes'],0
"['well', 'college']",0
"['love', 'love', 'love']",0
"['happen', 'think', 'pretty', 'thanks', 'pretty']",0
['love'],0
"['love', 'judge', 'people', 'look', 'much', 'ah', 'really']",0
"['love', 'baby', 'pretty', 'thanks', 'baby']",0
"['love', 'gorgeous', 'thanks', 'girl', 'love']",0
"['love', 'love', 'baby', 'girl']",0
"['love', 'laugh', 'loud', 'love']",0
"['love', 'love']",0
"['love', 'love']",0
"['love', 'love', 'stranger']",0
"['love', 'love', 'bye']",0
"['love', 'love']",0
['miss'],0
"['miss', 'miss', 'much', 'man']",0
"['see', 'person', 'isaac', 'around', 'school', 'like']",0
"['think', 'think', 'someone', 'else', 'sorry', 'honestly', 'idea', 'tell']",0
"['think', 'short', 'hair', 'look', 'old', 'either', 'way', 'careful', 'watchful', 'thanks', 'baby']",0
"['think', 'pretty', 'thanks', 'cutie']",0
"['think', 'gorgeous', 'thanks', 'baby']",0
"['think', 'well', 'think', 'wrong']",0
"['want', 'know', 'facebook']",0
"['want', 'take']",0
"['go', 'eddie', 'date']",0
"['wish', 'could', 'fly', 'make', 'cardinal', 'u']",0
"['talk', 'trash', 'like', 'people', 'wall', 'take', 'wrong', 'way', 'claim', 'follower', 'god', 'yet', 'say', 'ungodly', 'thing', 'formspring', 'like', 'bad', 'word', 'stuff', 'think', 'maybe', 'start', 'work', 'yes', 'work', 'thank']",0
"['could', 'ask', 'barack', 'obama', 'cardinal', 'question', 'would', 'change', 'anything', 'country', 'fucking', 'retard']",0
"['deserted', 'island', 'would', 'like']",0
"['know', 'laugh', 'loud']",0
"['love', 'babe']",0
"['ily', 'guess', 'hood', 'pull', 'tight', 'put', 'retarted', 'face', 'room', 'period', 'person', 'allinaa']",0
"['love', 'much', 'honey', 'bunny']",0
"['pretty', 'sure', 'need', 'good', 'grade', 'get', 'coral', 'reef', 'yeah', 'say']",0
"['serious', 'special', 'hope', 'make', 'smile', 'laugh', 'loud', 'well', 'put', 'big', 'smile', 'face', 'tell']",0
"['miss', 'miss', 'way', 'girl']",0
"['true', 'like', 'tony', 'know']",0
"['true', 'grade', 'date', 'yes']",0
"['samara', 'ordinal', 'grader', 'go', 'ordinal', 'grade', 'soon', 'ordinal', 'grader', 'ordinal', 'grader']",0
"['anniversary', 'date']",0
"['zack', 'camper', 'good']",0
"['really', 'dumb', 'howe', 'could', 'fuck', 'without', 'know', 'person']",0
"['really', 'like', 'cute', 'nice', 'thank', 'kindness', 'friend']",0
"['person', 'anerine']",0
"['make', 'life', 'cutie', 'amaze']",0
['yes'],0
"['kenya', 'okay']",0
"['person', 'say', 'care', 'stop', 'go', 'guy', 'guy', 'ruin', 'reputation', 'day', 'day', 'need', 'chill', 'make', 'big', 'mistake', 'also', 'waste', 'beauty', 'guy', 'care', 'sad', 'thank', 'jump', 'guy', 'guy', 'hook', 'talk', 'cardinal', 'guy', 'date', 'still', 'talk', 'thank', 'care']",0
"['person', 'funny']",0
"['person', 'love', 'love']",0
"['person', 'stunning']",0
"['person', 'gorgeous', 'love']",0
"['person', 'super', 'gorgeous', 'haha', 'r', 'r', 'r', 'thanks', 'baby', 'girl']",0
"['person', 'hate', 'much', 'laugh', 'loud']",0
"['lauras', 'whore', 'anything', 'like', 'beautiful', 'nice', 'care', 'maybe', 'take', 'time', 'get', 'know', 'would', 'say', 'sad', 'lie', 'like', 'okay', 'okay', 'thanks', 'thanks', 'stranger', 'rily']",0
"['person', 'pretty', 'love', 'haha', 'gorgeous', 'cardinal', 'honey', 'bunny']",0
"['person', 'love', 'pretty']",0
"['person', 'hey', 'pretty']",0
"['person', 'best', 'girl', 'gpe']",0
['person'],0
"['person', 'make', 'advice', 'favorite', 'class', 'would', 'always', 'come', 'shitty', 'mood', 'talk', 'happen', 'ask', 'food', 'sudden', 'happy', 'lmfao', 'love', 'lmfao', 'love', 'bebe']",0
['yes'],0
"['let', 'u', 'smash', 'door', 'tired']",0
"['liar', 'high', 'school', 'graduate', 'ordinal', 'grader', 'shit', 'sherlock']",0
['yes'],0
"['lol', 'mature', 'young', 'mean', 'friend', 'old', 'jealous', 'something', 'dale', 'please']",0
[],0
"['laugh', 'loud', 'good', 'guess', 'young', 'urban', 'professional']",0
"['laugh', 'loud', 'laura', 'come', 'ask', 'question', 'question', 'answer', 'mine', 'suck', 'laugh', 'loud', 'laura', 'come', 'ask', 'question', 'question', 'answer', 'mine', 'suck']",0
"['laugh', 'loud', 'trade', 'trade', 'best', 'anyone', 'laugh', 'well', 'hope']",0
"['love', 'way']",0
"['love', 'stomach', 'roll', 'eye', 'know', 'good', 'workout', 'laugh', 'loud', 'thanks', 'really', 'dance']",0
"['date', 'batch']",0
"['miss', 'see', 'southwood']",0
"['vagina', 'type', 'guy', 'cool']",0
"['name', 'high', 'school', 'student', 'want', 'get', 'close', 'none']",0
"['name', 'top', 'people']",0
['person'],0
"['think', 'hot', 'stuff', 'talk', 'person', 'um', 'boyfriend']",0
"['close', 'say', 'ordinal', 'grader', 'kid', 'ask', 'lol', 'lol', 'okay']",0
"['nothing', 'broward', 'gpe', 'uncle', 'way', 'person']",0
"['oh', 'lalala', 'lalala', 'lalala', 'person', 'know']",0
"['oh', 'yeah', 'go', 'gym', 'cardio', 'kickboxing', 'know', 'never', 'know', 'stand', 'lol', 'go', 'cardio', 'kickboxing']",0
['yes'],0
['yes'],0
"['omg', 'mean', 'person', 'hot', 'thank']",0
"['omg', 'laura', 'miss', 'norp', 'lol', 'miss']",0
"['omg', 'guy', 'keep', 'ask', 'like', 'vv', 'legit']",0
"['omg', 'one', 'pretty', 'girl', 'ever', 'ever', 'palmetto', 'though', 'thanks', 'problem']",0
"['omg', 'remember', 'old', 'lol', 'people', 'say', 'look', 'like', 'ordinal', 'grade', 'go', 'freshman', 'rmec', 'lol', 'lol', 'well', 'good', 'luck']",0
"['cardinal', 'amazing', 'lol', 'sweet']",0
"['oh', 'god', 'also', 'know', 'make', 'smile', 'good', 'enough', 'literally', 'make', 'date', 'lol', 'cutie']",0
"['oh', 'oh', 'ok']",0
[],0
"['people', 'say', 'really', 'nice', 'know', 'hate', 'want', 'put', 'anything', 'bad', 'behind', 'u', 'okay']",0
"['please', 'tell', 'url', 'real', 'important', 'matter', 'anyways', 'like', 'private', 'information', 'know', 'obviously']",0
"['boring', 'life', 'hot', 'fuck', 'miami', 'lol', 'word']",0
['cool'],0
"['enough', 'say', 'thanks']",0
"['shake', 'break']",0
[],0
"['pretty', 'thank', 'strange']",0
"['fail', 'shill', 'class', 'right']",0
"['hear', 'tony', 'like', 'yes']",0
"['nothing', 'crash']",0
"['go', 'make', 'group', 'serious', 'create', 'account', 'name', 'anonymous', 'get', 'caught', 'haha', 'know', 'hacker']",0
[],0
"['southwood', 'gay', 'fuck', 'um', 'yeah', 'really']",0
['happy'],0
"['tell', 'truth', 'alexa', 'really', 'anything', 'really', 'anyones', 'business', 'ask']",0
"['pretty', 'confused', 'much']",0
"['think', 'person', 'would', 'make', 'happy', 'telling', 'person', 'actually', 'lot', 'people', 'close']",0
"['thanks', 'make', 'date', 'lol', 'adorable']",0
"['org', 'still', 'like', 'know', 'tell', 'tell', 'say', 'friend', 'tell', 'cool', 'really', 'give', 'f', 'love', 'tony']",0
"['cardinal', 'sexy', 'chick', 'thanks']",0
['yes'],0
"['amaze', 'show', 'laugh', 'fucking', 'ass', 'thanks', 'kid']",0
"['like', 'person', 'love']",0
['yes'],0
['yes'],0
"['think', 'girl', 'say', 'person', 'really', 'mean', 'like', 'would', 'sign', 'name', 'along', 'hate', 'comment', 'fake', 'yeah', 'know', 'talk']",0
"['always', 'say', 'smh', 'pretty', 'sure', 'one', 'people', 'piss', 'go', 'waste', 'time']",0
"['freaks', 'laugh', 'ass', 'love', 'much', 'norp', 'cheese', 'xd', 'love', 'lol']",0
"['hilarious', 'anonymously', 'people', 'love', 'talk', 'crap', 'laugh', 'ass', 'fureal']",0
"['virgin', 'jess']",0
"['write', 'money', 'sign', 'oh', 'know', 'bore', 'think', 'money']",0
"['wait', 'trash', 'talk', 'anything', 'hang', 'person', 'mean', 'grade', 'go', 'school', 'never', 'even', 'hang', 'lucky', 'lol', 'know', 'long', 'time']",0
"['wait', 'moses', 'hang', 'like', 'party', 'grade', 'would', 'never', 'hang', 'reason', 'friend', 'house']",0
"['grade', 'go', 'date']",0
"['date', 'far', 'think', 'work', 'hard']",0
"['well', 'write', 'song', 'turn', 'light', 'boy', 'girl', 'start', 'shake', 'inside', 'waste', 'time', 'speed', 'breathing', 'close', 'eye', 'well', 'hope', 'nothing', 'love', 'damn', 'song']",0
"['well', 'know', 'long', 'time', 'people', 'make', 'fuss', 'know', 'people', 'hate', 'let', 'get']",0
"['well', 'laugh', 'loud', 'roll', 'floor', 'laugh']",0
"['well', 'bore', 'hell', 'curious', 'date', 'people', 'seem', 'interested', 'much']",0
"['person', 'fan', 'yes']",0
"['boob', 'get']",0
"['kasey', 'real', 'like', 'fake']",0
"['see', 'rachel', 'brown', 'really', 'good', 'friend']",0
"['think', 'person', 'cool', 'kid']",0
['grade'],0
"['grade', 'go', 'ordinal']",0
"['high', 'school', 'go', 'well', 'go', 'ordinal', 'grade', 'try', 'basketball', 'team']",0
"['kind', 'makeup', 'like', 'yes', 'madam']",0
"['size', 'shoe']",0
"['sleepaway', 'camp', 'go', 'go', 'cardinal']",0
"['type', 'makeup', 'wear', 'need', 'lol', 'thanks', 'wear', 'cover', 'girl']",0
"['happy', 'moment', 'life', 'remember', 'laugh', 'loud', 'lol']",0
"['would', 'want', 'know', 'something', 'special', 'would', 'want']",0
"['favorite', 'rap', 'song', 'laugh', 'mind', 'hard', 'choice']",0
"['old', 'age', 'guy', 'would', 'date']",0
"['facebook', 'link']",0
"['happen', 'chill', 'gpe', 'bryce', 'etc', 'huh', 'haha', 'gpe', 'know', 'tell']",0
"['high', 'school', 'go', 'palmetto', 'coral', 'reef']",0
"['south', 'florida', 'org']",0
"['little', 'guy', 'feel', 'good', 'way']",0
"['go', 'hang', 'soon', 'beach']",0
"['person', 'hang', 'default', 'saw', 'like', 'defense', 'though']",0
"['ordinal', 'kiss', 'person', 'know', 'date', 'cardinal', 'house', 'date', 'break']",0
"['see', 'tony', 'ever', 'go', 'sfmla']",0
"['ordinal', 'kiss', 'tony', 'lol', 'brittany']",0
"['look', 'mirror', 'satisfied', 'see', 'answer', 'truthfully', 'honestly']",0
"['smile', 'look', 'like', 'someone', 'stick', 'cardinal', 'nut', 'cheek', 'freak', 'chipmunk', 'aww', 'r', 'thanks', 'kid', 'amaze']",0
"['get', 'background', 'old', 'picture']",0
"['would', 'like', 'spend', 'retirement']",0
"['fall', 'hard', 'life', 'message', 'facebook', 'tell']",0
"['like', 'tony']",0
"['ever', 'say', 'jizz', 'pics', 'time', 'must', 'say', 'scary', 'lol', 'lmfao', 'know', 'person']",0
"['last', 'person', 'hook', 'tony']",0
"['ordinal', 'kiss', 'person', 'mine']",0
"['best', 'friend', 'guy', 'know']",0
"['idiot', 'thinking', 'fight', 'want', 'swear', 'beat']",0
['yes'],0
"['cute', 'lol', 'cute', 'cardinal', 'babe']",0
"['cute', 'bad']",0
"['remove', 'relationship', 'status', 'facebook', 'accident', 'notice', 'date', 'put', 'back']",0
"['people', 'talk', 'much', 'nonsense', 'bot', 'nice', 'really', 'pretty', 'nice', 'hair', 'gorgeous', 'evian', 'way', 'girl', 'field', 'ask', 'name', 'name', 'lol', 'lol', 'thanks', 'girl', 'know']",0
"['follow', 'dumb', 'high', 'school', 'student', 'leader', 'follower', 'follower', 'lot', 'high', 'school', 'friend']",0
"['hate', 'person', 'straight']",0
"['hell', 'would', 'hook', 'tico', 'honestly', 'clue']",0
"['school', 'date', 'feel', 'good']",0
"['wow', 'even', 'say', 'every', 'time', 'look', 'mirror', 'get', 'jealous', 'even', 'play', 'haha', 'cute']",0
"['wow', 'wow', 'fucking', 'love', 'lovee']",0
"['would', 'friends', 'someone', 'scene', 'lot', 'scene', 'friend']",0
"['would', 'ever', 'cheat']",0
"['would', 'ever', 'go', 'kid', 'grade', 'go', 'old', 'kid', 'depend']",0
"['facebook', 'picture']",0
"['cute', 'miss', 'much', 'miss']",0
"['yes', 'cute', 'wish', 'could', 'go', 'somewhere', 'haha', 'cutie']",0
"['yes', 'pass', 'exam']",0
"['yo', 'everyone', 'please', 'shut', 'fuck', 'age', 'difference', 'tony', 'see', 'parent', 'probably', 'like', 'date', 'apart', 'even', 'shut']",0
"['yo', 'teeth', 'perfect', 'wish']",0
"['tony', 'beautiful', 'couple']",0
[],0
"['tony', 'cute', 'together', 'grade', 'thanks', 'ordinal', 'grade']",0
"['tony', 'cute', 'together', 'thanks']",0
"['tony', 'still', 'go', 'jess']",0
"['sister', 'go', 'pharmacy', 'pretty', 'thanks', 'much']",0
"['beautiful', 'cut', 'hair', 'shorter', 'look', 'old', 'thanks', 'really', 'try', 'look', 'old']",0
"['beautiful', 'person', 'earth', 'aww', 'thanks']",0
"['cute', 'kid', 'ordinal', 'grade', 'really', 'matter', 'ordinal', 'grade', 'bear', 'date', 'would', 'ordinal', 'grade', 'bear', 'date']",0
['yes'],0
"['get', 'donkey', 'really', 'thanks']",0
"['hook', 'norp', 'guy']",0
"['hook', 'norp', 'espinosa', 'lol', 'sean', 'cruz']",0
"['hook', 'norp', 'espinosa', 'lol', 'norp', 'cruz']",0
['yes'],0
"['really', 'believe', 'people', 'say', 'life', 'want', 'treat', 'people', 'wrong', 'want', 'feel', 'like', 'thank']",0
"['seem', 'like', 'good', 'friend', 'thanks', 'guess', 'ever', 'fuck', 'friend']",0
"['seem', 'really', 'chill', 'ordinal', 'grade', 'want', 'get', 'close', 'know', 'probably', 'thank', 'talk']",0
"['think', 'cool', 'hang', 'old', 'kid']",0
"['way', 'pretty', 'camila', 'stfu', 'care', 'camila', 'fucking', 'gorgeous', 'need', 'know']",0
['right'],0
"['actually', 'super', 'nice', 'approachable', 'really', 'pretty', 'laura', 'listen', 'hater', 'thanks', 'boo']",0
"['background', 'really', 'impressive', 'haha', 'trippy']",0
"['beautiful', 'thank']",0
"['boyfriend', 'hilarious', 'know']",0
"['cute', 'thank']",0
"['makeup', 'always', 'look', 'good', 'foundation', 'concealer', 'eyeliner', 'use', 'lol', 'thanks', 'um', 'use', 'lot', 'different', 'one', 'get', 'cv']",0
"['pretty', 'thanks', 'baby']",0
"['really', 'pretty', 'thanks', 'babe']",0
"['really', 'really', 'pretty', 'amazing', 'dancer', 'thanks']",0
['gorgeous'],0
"['pretty', 'thanks', 'honey']",0
"['pretty', 'like', 'really', 'become', 'model', 'know', 'life', 'decide', 'want', 'would', 'pretty', 'cool', 'least', 'stopped', 'tree', 'honey', 'bee', 'hah', 'thanks']",0
"['pretty', 'thank', 'kiddo']",0
"['really', 'pretty', 'nice', 'girl', 'sorry', 'shit', 'go', 'around', 'thanks', 'hun']",0
"['seriously', 'one', 'pretty', 'people', 'know', 'love', 'smile', 'thank']",0
"['hot', 'fuck', 'high', 'school', 'people', 'man', 'goo', 'grader', 'haha', 'laugh', 'loud']",0
"['cut', 'hair', 'look', 'lot', 'old', 'thank']",0
"['like', 'haley', 'like', 'love']",0
"['know', 'song', 'head', 'person', 'scream', 'rap', 'know', 'song', 'joke', 'lol', 'xd', 'clue']",0
"['get', 'along', 'good', 'mom', 'dad', 'dad', 'think']",0
"['heart', 'well', 'rest', 'yes']",0
"['person', 'hail', 'name', 'excuse', 'language', 'please', 'lol', 'forget', 'name', 'please', 'tell', 'lol']",0
"['fool', 'fall', 'love', 'rain', 'fall']",0
"['kiss', 'lip', 'turn', 'face', 'kiss', 'people', 'know']",0
"['lift', 'head', 'put', 'blanket', 'nose', 'see', 'happen', 'tap', 'people', 'ankle', 'hope', 'know', 'sue', 'ass', 'something', 'lol', 'long', 'manage', 'run', 'lol', 'run', 'unless', 'wallet', 'chase', 'lol']",0
"['tap', 'sing', 'p', 'sings', 'r', 'god', 'know', 'sexy', 'thing', 'r', 'take', 'everything', 'kiss', 'r', 'r', 'feel', 'inside', 'feel', 'thunder', 'r', 'hell', 'could', 'want', 'r', 'r', 'girl', 'thing', 'r', 'wait', 'r', 'cuz', 'true', 'love', 'insist', 'r', 'rush', 'r', 'time', 'wish', 'r', 'moment', 'less', 'mean', 'much', 'r', 'thing', 'r']",0
"['want', 'child']",0
"['sorry', 'help']",0
"['say', 'right', 'back', 'know', 'get', 'offline', 'tell', 'time', 'intention', 'come', 'back', 'cell', 'phone', 'gay', 'tell', 'date', 'sorry']",0
"['sorry', 'connection', 'fail', 'get', 'stuff', 'family', 'sunday']",0
"['smile', 'mention', 'name', 'nothing', 'smile']",0
"['oh', 'crash', 'bandicoot', 'roxy', 'use', 'love', 'play', 'crash', 'use', 'stay', 'night', 'play', 'crash', 'oh', 'hate', 'friggin', 'cortex', 'favourite', 'crash', 'character', 'mr', 'bandicoot', 'mine', 'soo', 'additive']",0
"['avid', 'guitarist', 'love', 'skyline', 'sexy', 'car', 'org', 'civics', 'anyway', 'baby', 'get', 'favorite', 'car', 'clarissa', 'like', 'skyline', 'well', 'love', 'really', 'muchly', 'wait', 'read', 'rest', 'post', 'lil', 'lady', 'org', 'civics', 'favorite', 'world', 'skyline']",0
"['time', 'sorry', 'loss', 'great', 'guy', 'good', 'friend']",0
"['ready', 'bore', 'told', 'like', 'say', 'time', 'fly', 'fun']",0
"['person', 'say', 'girl', 'bet', 'would', 'say', 'girl', 'bet', 'would', 'say', 'girl']",0
"['physical', 'feature', 'get', 'compliment', 'lot', 'butt', 'eye', 'lip']",0
"['people', 'choose', 'norp', 'kiss', 'choose', 'norp', 'kiss', 'muah', 'person', 'worth', 'person', 'suspend', 'lol']",0
"['pretty', 'little', 'liar', 'always', 'pretty', 'lie', 'never', 'pretty']",0
"['ship', 'pull', 'harbor', 'cargo', 'full', 'weapon', 'mass', 'destruction', 'name', 'many', 'weapon', 'mass', 'destruction', 'one', 'know', 'lmfao', 'know', 'cheat', 'go', 'source', 'say', 'bomb', 'bomb']",0
"['actually', 'quick', 'linger', 'nothing', 'stop', 'right']",0
['age'],0
"['ah', 'still', 'stick', 'last', 'question', 'see', 'burito', 'question', 'laugh', 'loud', 'sorry', 'break']",0
"['ahh', 'yeah', 'really', 'sexy', 'wish', 'would', 'find', 'betterlooking', 'woman', 'lol', 'mobile', 'tell', 'name', 'song', 'try', 'show', 'aww', 'mighty', 'fine', 'song', 'get', 'back', 'person', 'love']",0
"['ahh', 'know', 'gosh', 'suck', 'lol', 'hate', 'smh', 'gosh', 'quantity', 'taller', 'damn', 'fair', 'wish', 'tall', 'lol', 'lmfao', 'ahahahaha', 'holy', 'muj', 'taller', 'would', 'know', 'difference', 'stand', 'together']",0
"['aim', 'lnoxen', 'hmu', 'yo', 'aim', 'shaylise']",0
"['sure', 'cd', 'yet', 'go', 'copy', 'though', 'hot']",0
"['nothing', 'like', 'real', 'thing', 'know', 'song', 'aarindna', 'sure', 'sing', 'song']",0
"['remember', 'fall', 'chair', 'happy', 'ahahahahahaha', 'know', 'something', 'stop', 'lol']",0
"['dayz', 'lmao', 'awws', 'sweet']",0
"['mean', 'yes', 'tell', 'date', 'mean', 'microsoft', 'thing', 'say', 'take', 'wrong', 'way']",0
"['roll', 'yes', 'sir']",0
